"ENTREZID","category","gene_Symbol"
"929","Kupffer cells","CD14"
"7421","Kupffer cells","VDR"
"1118","Kupffer cells","CHIT1"
"5008","Kupffer cells","OSM"
"5467","Kupffer cells","PPARD"
"165530","Kupffer cells","CLEC4F"
"2015","Kupffer cells","ADGRE1"
"3553","Kupffer cells","IL1B"
"30061","Kupffer cells","SLC40A1"
"2539","Kupffer cells","G6PD"
"91937","Kupffer cells","TIMD4"
"4332","Kupffer cells","MNDA"
"51296","Kupffer cells","SLC15A3"
"1776","Kupffer cells","DNASE1L3"
"8685","Kupffer cells","MARCO"
"3077","Kupffer cells","HFE"
"952","Kupffer cells","CD38"
"9332","Kupffer cells","CD163"
"1234","Kupffer cells","CCR5"
"51266","Kupffer cells","CLEC1B"
"339390","Kupffer cells","CLEC4G"
"338328","Kupffer cells","GPIHBP1"
"2350","Kupffer cells","FOLR2"
"5360","Kupffer cells","PLTP"
"2512","Kupffer cells","FTL"
"3665","Kupffer cells","IRF7"
"121599","Kupffer cells","SPIC"
"1436","Kupffer cells","CSF1R"
"714","Kupffer cells","C1QC"
"712","Kupffer cells","C1QA"
"713","Kupffer cells","C1QB"
"26253","Kupffer cells","CLEC4E"
"43","Langerhans cells","ACHE"
"909","Langerhans cells","CD1A"
"2209","Langerhans cells","FCGR1A"
"3108","Langerhans cells","HLA-DMA"
"3109","Langerhans cells","HLA-DMB"
"3117","Langerhans cells","HLA-DQA1"
"3118","Langerhans cells","HLA-DQA2"
"3119","Langerhans cells","HLA-DQB1"
"3120","Langerhans cells","HLA-DQB2"
"3121","Langerhans cells","HLA-DQB3"
"3122","Langerhans cells","HLA-DRA"
"3123","Langerhans cells","HLA-DRB1"
"3127","Langerhans cells","HLA-DRB5"
"3128","Langerhans cells","HLA-DRB6"
"3132","Langerhans cells","HLA-DRB9"
"50489","Langerhans cells","CD207"
"26298","Langerhans cells","EHF"
"5579","Langerhans cells","PRKCB"
"196","Langerhans cells","AHR"
"10457","Langerhans cells","GPNMB"
"4072","Langerhans cells","EPCAM"
"941","Langerhans cells","CD80"
"5788","Langerhans cells","PTPRC"
"7097","Langerhans cells","TLR2"
"7099","Langerhans cells","TLR4"
"54106","Langerhans cells","TLR9"
"2212","Langerhans cells","FCGR2A"
"1235","Langerhans cells","CCR6"
"9076","Langerhans cells","CLDN1"
"3291","Leydig cells","HSD11B2"
"9935","Leydig cells","MAFB"
"216","Leydig cells","ALDH1A1"
"23315","Leydig cells","SLC9A8"
"3814","Leydig cells","KISS1"
"5151","Leydig cells","PDE8A"
"3952","Leydig cells","LEP"
"3627","Leydig cells","CXCL10"
"5727","Leydig cells","PTCH1"
"2626","Leydig cells","GATA4"
"23205","Leydig cells","ACSBG1"
"3623","Leydig cells","INHA"
"3283","Leydig cells","HSD3B1"
"1717","Leydig cells","DHCR7"
"794","Leydig cells","CALB2"
"1586","Leydig cells","CYP17A1"
"1583","Leydig cells","CYP11A1"
"3479","Leydig cells","IGF1"
"3640","Leydig cells","INSL3"
"2494","Leydig cells","NR5A2"
"3973","Leydig cells","LHCGR"
"2315","Leydig cells","MLANA"
"6013","Leydig cells","RLN1"
"6019","Leydig cells","RLN2"
"117579","Leydig cells","RLN3"
"6863","Leydig cells","TAC1"
"6770","Leydig cells","STAR"
"7058","Leydig cells","THBS2"
"5730","Leydig cells","PTGDS"
"3934","Leydig cells","LCN2"
"3293","Leydig cells","HSD17B3"
"445","Leydig cells","ASS1"
"5618","Leydig cells","PRLR"
"56603","Leydig cells","CYP26B1"
"3481","Leydig cells","IGF2"
"3488","Leydig cells","IGFBP5"
"1675","Leydig cells","CFD"
"8788","Leydig cells","DLK1"
"3486","Leydig cells","IGFBP3"
"3624","Leydig cells","INHBA"
"5212","Leydig cells","VIT"
"220","Leydig cells","ALDH1A3"
"4842","Leydig cells","NOS1"
"1909","Leydig cells","EDNRA"
"64094","Leydig cells","SMOC2"
"8747","Leydig cells","ADAM21"
"2104","Leydig cells","ESRRG"
"222545","Leydig cells","GPRC6A"
"2697","Leydig cells","GJA1"
"2621","Leydig cells","GAS6"
"6783","Leydig cells","SULT1E1"
"1588","Leydig cells","CYP19A1"
"5329","Leydig cells","PLAUR"
"646480","Leydig cells","FABP9"
"10686","Loop of Henle cells","CLDN16"
"9073","Loop of Henle cells","CLDN8"
"7369","Loop of Henle cells","UMOD"
"2167","Loop of Henle cells","FABP4"
"358","Loop of Henle cells","AQP1"
"9071","Loop of Henle cells","CLDN10"
"149461","Loop of Henle cells","CLDN19"
"6557","Loop of Henle cells","SLC12A1"
"1672","Loop of Henle cells","DEFB1"
"1187","Loop of Henle cells","CLCNKA"
"54822","Loop of Henle cells","TRPM7"
"1004","Loop of Henle cells","CDH6"
"3934","Loop of Henle cells","LCN2"
NA,"Loop of Henle cells","1"
"1602","Loop of Henle cells","DACH1"
"6559","Loop of Henle cells","SLC12A3"
"4891","Loop of Henle cells","SLC11A2"
"421","Loop of Henle cells","ARVCF"
"8490","Loop of Henle cells","RGS5"
"84701","Loop of Henle cells","COX4I2"
"1580","Loop of Henle cells","CYP4B1"
"29780","Loop of Henle cells","PARVB"
"153769","Loop of Henle cells","SH3RF2"
"23493","Loop of Henle cells","HEY2"
"128414","Loop of Henle cells","NKAIN4"
"11096","Loop of Henle cells","ADAMTS5"
"2919","Loop of Henle cells","CXCL1"
"2669","Loop of Henle cells","GEM"
"2243","Loop of Henle cells","FGA"
"7941","Loop of Henle cells","PLA2G7"
"7057","Loop of Henle cells","THBS1"
"8507","Loop of Henle cells","ENC1"
"80176","Loop of Henle cells","SPSB1"
"10865","Loop of Henle cells","ARID5A"
"958","Loop of Henle cells","CD40"
"8170","Loop of Henle cells","SLC14A2"
"4900","Loop of Henle cells","NRGN"
"221687","Loop of Henle cells","RNF182"
"255738","Loop of Henle cells","PCSK9"
"55332","Loop of Henle cells","DRAM1"
"23237","Loop of Henle cells","ARC"
"10783","Loop of Henle cells","NEK6"
"1028","Loop of Henle cells","CDKN1C"
"10203","Loop of Henle cells","CALCRL"
"6604","Loop of Henle cells","SMARCD3"
"57582","Loop of Henle cells","KCNT1"
"5743","Loop of Henle cells","PTGS2"
"153572","Loop of Henle cells","IRX2"
"84152","Loop of Henle cells","PPP1R1B"
"9388","Loop of Henle cells","LIPG"
"7135","Loop of Henle cells","TNNI1"
"339977","Loop of Henle cells","LRRC66"
"3479","Loop of Henle cells","IGF1"
"2263","Luminal epithelial cells","FGFR2"
"2266","Luminal epithelial cells","FGG"
"3875","Luminal epithelial cells","KRT18"
"91074","Luminal epithelial cells","ANKRD30A"
"6590","Luminal epithelial cells","SLPI"
"8842","Luminal epithelial cells","PROM1"
"3880","Luminal epithelial cells","KRT19"
"54843","Luminal epithelial cells","SYTL2"
"972","Luminal epithelial cells","CD74"
"10551","Luminal epithelial cells","AGR2"
"4057","Luminal epithelial cells","LTF"
"6289","Luminal epithelial cells","SAA2"
"25984","Luminal epithelial cells","KRT23"
"6318","Luminal epithelial cells","SERPINB4"
"6317","Luminal epithelial cells","SERPINB3"
"10406","Luminal epithelial cells","WFDC2"
"3934","Luminal epithelial cells","LCN2"
"694","Luminal epithelial cells","BTG1"
"1364","Luminal epithelial cells","CLDN4"
"301","Luminal epithelial cells","ANXA1"
"3159","Luminal epithelial cells","HMGA1"
"8614","Luminal epithelial cells","STC2"
"374","Luminal epithelial cells","AREG"
"8743","Luminal epithelial cells","TNFSF10"
"5265","Luminal epithelial cells","SERPINA1"
"5304","Luminal epithelial cells","PIP"
"540","Luminal epithelial cells","ATP7B"
"3091","Luminal epithelial cells","HIF1A"
"2264","Luminal epithelial cells","FGFR4"
"780","Luminal epithelial cells","DDR1"
"1052","Luminal epithelial cells","CEBPD"
"5241","Luminal epithelial cells","PGR"
"3856","Luminal epithelial cells","KRT8"
"8409","Luminal epithelial cells","UXT"
"5745","Luminal epithelial cells","PTH1R"
"928","Luminal epithelial cells","CD9"
"367","Luminal epithelial cells","AR"
"360","Luminal epithelial cells","AQP3"
"9914","Luminal epithelial cells","ATP2C2"
"7474","Luminal epithelial cells","WNT5A"
"6558","Luminal epithelial cells","SLC12A2"
"2099","Luminal epithelial cells","ESR1"
"362","Luminal epithelial cells","AQP5"
"861","Luminal epithelial cells","RUNX1"
"999","Luminal epithelial cells","CDH1"
"4582","Luminal epithelial cells","MUC1"
"290","Luminal epithelial cells","ANPEP"
"354","Luminal epithelial cells","KLK3"
"207","Luteal cells","AKT1"
"3973","Luteal cells","LHCGR"
"3283","Luteal cells","HSD3B1"
"1583","Luteal cells","CYP11A1"
"2053","Luteal cells","EPHX2"
"6424","Luteal cells","SFRP4"
"440503","Luteal cells","PLIN5"
"635","Luteal cells","BHMT"
"5223","Luteal cells","PGAM1"
"1119","Luteal cells","CHKA"
"9510","Luteal cells","ADAMTS1"
"6567","Luteal cells","SLC16A2"
"9512","Luteal cells","PMPCB"
"6382","Luteal cells","SDC1"
"586","Luteal cells","BCAT1"
"6095","Luteal cells","RORA"
"83543","Luteal cells","AIF1L"
"1717","Luteal cells","DHCR7"
"54749","Luteal cells","EPDR1"
"60370","Luteal cells","AVPI1"
"2593","Luteal cells","GAMT"
"5618","Luteal cells","PRLR"
"144110","Luteal cells","TMEM86A"
"163732","Luteal cells","CITED4"
"2597","Luteal cells","GAPDH"
"2289","Luteal cells","FKBP5"
"4199","Luteal cells","ME1"
"3683","Macrophages","ITGAL"
"3684","Macrophages","ITGAM"
"929","Macrophages","CD14"
"2526","Macrophages","FUT4"
"2214","Macrophages","FCGR3A"
"945","Macrophages","CD33"
"2209","Macrophages","FCGR1A"
"941","Macrophages","CD80"
"11006","Macrophages","LILRB4"
"942","Macrophages","CD86"
"9332","Macrophages","CD163"
"1234","Macrophages","CCR5"
"7097","Macrophages","TLR2"
"7099","Macrophages","TLR4"
"2015","Macrophages","ADGRE1"
"2857","Macrophages","GPR34"
"54209","Macrophages","TREM2"
"2167","Macrophages","FABP4"
"6279","Macrophages","S100A8"
"1368","Macrophages","CPM"
"1118","Macrophages","CHIT1"
"2162","Macrophages","F13A1"
"1524","Macrophages","CX3CR1"
"58191","Macrophages","CXCL16"
"7046","Macrophages","TGFBR1"
"89886","Macrophages","SLAMF9"
"388325","Macrophages","SCIMP"
"353514","Macrophages","LILRA5"
"9308","Macrophages","CD83"
"719","Macrophages","C3AR1"
"23166","Macrophages","STAB1"
"4360","Macrophages","MRC1"
"54625","Macrophages","PARP14"
NA,"Macrophages","SEPP1"
"221472","Macrophages","FGD2"
"338382","Macrophages","RAB7B"
"3516","Macrophages","RBPJ"
"11309","Macrophages","SLCO2B1"
"27163","Macrophages","NAAA"
NA,"Macrophages","MARCH1"
"112399","Macrophages","EGLN3"
"120425","Macrophages","JAML"
"10875","Macrophages","FGL2"
"10457","Macrophages","GPNMB"
"338339","Macrophages","CLEC4D"
"101","Macrophages","ADAM8"
NA,"Macrophages","11"
"4321","Macrophages","MMP12"
"10894","Macrophages","LYVE1"
"5360","Macrophages","PLTP"
"11326","Macrophages","VSIG4"
"51338","Macrophages","MS4A4A"
"64231","Macrophages","MS4A6A"
"2357","Macrophages","FPR1"
"4064","Macrophages","CD180"
"9518","Macrophages","GDF15"
"55647","Macrophages","RAB20"
"3077","Macrophages","HFE"
"7124","Macrophages","TNF"
"729230","Macrophages","CCR2"
"124460","Macrophages","SNX20"
"752","Macrophages","FMNL1"
"29933","Macrophages","GPR132"
"57823","Macrophages","SLAMF7"
"57552","Macrophages","NCEH1"
"6369","Macrophages","CCL24"
"728","Macrophages","C5AR1"
"11314","Macrophages","CD300A"
"2920","Macrophages","CXCL2"
"6354","Macrophages","CCL7"
"6347","Macrophages","CCL2"
"3553","Macrophages","IL1B"
"3663","Macrophages","IRF5"
"196","Macrophages","AHR"
"64005","Macrophages","MYO1G"
"1847","Macrophages","DUSP5"
"29909","Macrophages","GPR171"
"1236","Macrophages","CCR7"
"1776","Macrophages","DNASE1L3"
"2919","Macrophages","CXCL1"
"64092","Macrophages","SAMSN1"
"8013","Macrophages","NR4A3"
"6367","Macrophages","CCL22"
"6275","Macrophages","S100A4"
"4318","Macrophages","MMP9"
"29923","Macrophages","HILPDA"
"8828","Macrophages","NRP2"
"219855","Macrophages","SLC37A2"
"1513","Macrophages","CTSK"
"948","Macrophages","CD36"
"54947","Macrophages","LPCAT2"
"27306","Macrophages","HPGDS"
"3455","Macrophages","IFNAR2"
"58475","Macrophages","MS4A7"
"6556","Macrophages","SLC11A1"
"3248","Macrophages","HPGD"
"6348","Macrophages","CCL3"
"64581","Macrophages","CLEC7A"
"922","Macrophages","CD5L"
"6352","Macrophages","CCL5"
"27128","Macrophages","CYTH4"
"916","Macrophages","CD3E"
"930","Macrophages","CD19"
"972","Macrophages","CD74"
"1436","Macrophages","CSF1R"
"3958","Macrophages","LGALS3"
"968","Macrophages","CD68"
"7351","Macrophages","UCP2"
"285852","Macrophages","TREML4"
"2268","Macrophages","FGR"
"1536","Macrophages","CYBB"
"4345","Macrophages","CD200"
"131450","Macrophages","CD200R1"
"2627","Macrophages","GATA6"
"3687","Macrophages","ITGAX"
"5468","Macrophages","PPARG"
"7305","Macrophages","TYROBP"
"5996","Macrophages","RGS1"
"1601","Macrophages","DAB2"
"5031","Macrophages","P2RY6"
"4094","Macrophages","MAF"
"199","Macrophages","AIF1"
"10462","Macrophages","CLEC10A"
"976","Macrophages","ADGRE5"
"51296","Macrophages","SLC15A3"
"1593","Macrophages","CYP27A1"
"9056","Macrophages","SLC7A7"
"864","Macrophages","RUNX3"
"6850","Macrophages","SYK"
"1447","Mammary epithelial cells","CSN2"
"696","Mammary epithelial cells","BTN1A1"
"10385","Mammary epithelial cells","BTN2A2"
"11119","Mammary epithelial cells","BTN3A1"
"4323","Mammary epithelial cells","MMP14"
"27324","Mammary epithelial cells","TOX3"
"999","Mammary epithelial cells","CDH1"
"2864","Mammary epithelial cells","FFAR1"
"90780","Mammary epithelial cells","PYGO2"
"5268","Mammary epithelial cells","SERPINB5"
"860","Mammary epithelial cells","RUNX2"
"4435","Mammary epithelial cells","CITED1"
"3664","Mammary epithelial cells","IRF6"
"6783","Mammary epithelial cells","SULT1E1"
"3861","Mammary epithelial cells","KRT14"
"55818","Mammary epithelial cells","KDM3A"
"7780","Mammary epithelial cells","SLC30A2"
"11240","Mammary epithelial cells","PADI2"
"9076","Mammary epithelial cells","CLDN1"
"9429","Mammary epithelial cells","ABCG2"
"5304","Mammary epithelial cells","PIP"
"3852","Mammary epithelial cells","KRT5"
"5618","Mammary epithelial cells","PRLR"
"1364","Mammary epithelial cells","CLDN4"
"1448","Mammary epithelial cells","CSN3"
"1446","Mammary epithelial cells","CSN1S1"
"5918","Mammary epithelial cells","RARRES1"
"3872","Mammary epithelial cells","KRT17"
"4837","Mammary epithelial cells","NNMT"
"220","Mammary epithelial cells","ALDH1A3"
"166929","Mammary epithelial cells","SGMS2"
"9780","Mammary epithelial cells","PIEZO1"
"55107","Mammary epithelial cells","ANO1"
"81029","Mammary epithelial cells","WNT5B"
"4739","Mammary epithelial cells","NEDD9"
"116113","Mammary epithelial cells","FOXP4"
"51599","Mammary epithelial cells","LSR"
"3976","Mammary epithelial cells","LIF"
"3880","Mammary epithelial cells","KRT19"
"3855","Mammary epithelial cells","KRT7"
"6774","Mammary epithelial cells","STAT3"
"3856","Mammary epithelial cells","KRT8"
"3875","Mammary epithelial cells","KRT18"
"3815","Mast cells","KIT"
"5169","Mast cells","ENPP3"
"3559","Mast cells","IL2RA"
"2208","Mast cells","FCER2"
"3605","Mast cells","IL17A"
"1392","Mast cells","CRH"
"3290","Mast cells","HSD11B1"
"29126","Mast cells","CD274"
"3579","Mast cells","CXCR2"
"7852","Mast cells","CXCR4"
"1232","Mast cells","CCR3"
"1234","Mast cells","CCR5"
"4056","Mast cells","LTC4S"
"2857","Mast cells","GPR34"
"4258","Mast cells","MGST2"
"43","Mast cells","ACHE"
"1359","Mast cells","CPA3"
"1357","Mast cells","CPA1"
"1215","Mast cells","CMA1"
"3176","Mast cells","HNMT"
"7177","Mast cells","TPSAB1"
"5730","Mast cells","PTGDS"
"5199","Mast cells","CFP"
"5874","Mast cells","RAB27B"
"6503","Mast cells","SLA"
"9173","Mast cells","IL1RL1"
"2770","Mast cells","GNAI1"
"1675","Mast cells","CFD"
"114882","Mast cells","OSBPL8"
"140","Mast cells","ADORA3"
"9957","Mast cells","HS3ST1"
"1439","Mast cells","CSF2RB"
"27071","Mast cells","DAPP1"
"6532","Mast cells","SLC6A4"
"4129","Mast cells","MAOB"
"64651","Mast cells","CSRNP1"
"1583","Mast cells","CYP11A1"
"5996","Mast cells","RGS1"
"5341","Mast cells","PLEK"
"3067","Mast cells","HDC"
"64499","Mast cells","TPSB2"
"7166","Mast cells","TPH1"
"1604","Mast cells","CD55"
"6003","Mast cells","RGS13"
"25823","Mast cells","TPSG1"
"8651","Mast cells","SOCS1"
"695","Mast cells","BTK"
"3565","Mast cells","IL4"
"2206","Mast cells","MS4A2"
"4013","Mast cells","VWA5A"
"2205","Mast cells","FCER1A"
"199675","Mast cells","MCEMP1"
"284021","Mast cells","MILR1"
"6347","Mast cells","CCL2"
"90993","Mast cells","CREB3L1"
"1909","Mast cells","EDNRA"
"90161","Mast cells","HS6ST2"
"10008","Mast cells","KCNE3"
"4212","Mast cells","MEIS2"
"117194","Mast cells","MRGPRX2"
"5328","Mast cells","PLAU"
"56999","Mast cells","ADAMTS9"
"8534","Mast cells","CHST1"
"23242","Mast cells","COBL"
"1511","Mast cells","CTSG"
"26052","Mast cells","DNM3"
NA,"Mast cells","FAM198B"
"2898","Mast cells","GRIK2"
"27306","Mast cells","HPGDS"
"9955","Mast cells","HS3ST3A1"
"9060","Mast cells","PAPSS2"
"5092","Mast cells","PCBD1"
"654790","Mast cells","PCP4L1"
"79589","Mast cells","RNF128"
"2030","Mast cells","SLC29A1"
"85414","Mast cells","SLC45A3"
"90627","Mast cells","STARD13"
"53947","Mast cells","A4GALT"
"55331","Mast cells","ACER3"
"51566","Mast cells","ARMCX3"
"64225","Mast cells","ATL2"
"79738","Mast cells","BBS10"
"659","Mast cells","BMPR2"
"717","Mast cells","C2"
"285025","Mast cells","CCDC141"
"6354","Mast cells","CCL7"
"8476","Mast cells","CDC42BPA"
"1007","Mast cells","CDH9"
"51226","Mast cells","COPZ2"
"54503","Mast cells","ZDHHC13"
NA,"Mast cells","WDR60"
"10497","Mast cells","UNC13B"
"9881","Mast cells","TRANK1"
"26230","Mast cells","TIAM2"
"83439","Mast cells","TCF7L1"
"55351","Mast cells","STK32B"
"256435","Mast cells","ST6GALNAC3"
"8835","Mast cells","SOCS2"
"161742","Mast cells","SPRED1"
"23676","Mast cells","SMPX"
"6594","Mast cells","SMARCA1"
"8140","Mast cells","SLC7A5"
"8671","Mast cells","SLC4A4"
"1318","Mast cells","SLC31A2"
"8910","Mast cells","SGCE"
"4919","Mast cells","ROR1"
"285671","Mast cells","RNF180"
"55781","Mast cells","RIOK2"
"54715","Mast cells","RBFOX1"
"9693","Mast cells","RAPGEF2"
"5137","Mast cells","PDE1C"
"5099","Mast cells","PCDH7"
"10133","Mast cells","OPTN"
"220323","Mast cells","OAF"
"4756","Mast cells","NEO1"
"8509","Mast cells","NDST2"
"57552","Mast cells","NCEH1"
"259249","Mast cells","MRGPRX1"
"79083","Mast cells","MLPH"
"4286","Mast cells","MITF"
"4240","Mast cells","MFGE8"
"4045","Mast cells","LSAMP"
"339977","Mast cells","LRRC66"
"51474","Mast cells","LIMA1"
"3851","Mast cells","KRT4"
"11015","Mast cells","KDELR3"
"3423","Mast cells","IDS"
"6782","Mast cells","HSPA13"
"9653","Mast cells","HS2ST1"
"2823","Mast cells","GPM6A"
"2811","Mast cells","GP1BA"
"2781","Mast cells","GNAZ"
NA,"Mast cells","FAM84A"
NA,"Mast cells","FAM129B"
"2131","Mast cells","EXT1"
"83850","Mast cells","ESYT3"
"2026","Mast cells","ENO2"
"55740","Mast cells","ENAH"
"1843","Mast cells","DUSP1"
"9162","Mast cells","DGKI"
"1644","Mast cells","DDC"
"85443","Mast cells","DCLK3"
"3674","Megakaryocytes","ITGA2B"
"2811","Megakaryocytes","GP1BA"
"3690","Megakaryocytes","ITGB3"
"4352","Megakaryocytes","MPL"
"27040","Megakaryocytes","LAT"
"5341","Megakaryocytes","PLEK"
"6280","Megakaryocytes","S100A9"
"6279","Megakaryocytes","S100A8"
"5196","Megakaryocytes","PF4"
"2162","Megakaryocytes","F13A1"
"928","Megakaryocytes","CD9"
"2057","Megakaryocytes","EPOR"
"7852","Megakaryocytes","CXCR4"
"2814","Megakaryocytes","GP5"
"3577","Megakaryocytes","CXCR1"
"3579","Megakaryocytes","CXCR2"
"6504","Megakaryocytes","SLAMF1"
"5158","Megakaryocytes","PDE6B"
"4145","Megakaryocytes","MATK"
"10417","Megakaryocytes","SPON2"
NA,"Megakaryocytes","MKL2"
"54106","Megakaryocytes","TLR9"
"3799","Megakaryocytes","KIF5B"
"2623","Megakaryocytes","GATA1"
"2313","Megakaryocytes","FLI1"
"5629","Megakaryocytes","PROX1"
"6855","Megakaryocytes","SYP"
"10867","Megakaryocytes","TSPAN9"
"64407","Megakaryocytes","RGS18"
"340205","Megakaryocytes","TREML1"
"2624","Megakaryocytes","GATA2"
"7450","Megakaryocytes","VWF"
"239","Megakaryocytes","ALOX12"
"6403","Megakaryocytes","SELP"
"4772","Megakaryocytes","NFATC1"
"10519","Megakaryocytes","CIB1"
"1263","Megakaryocytes","PLK3"
"4097","Megakaryocytes","MAFG"
"3559","Megakaryocytes","IL2RA"
"5175","Megakaryocytes","PECAM1"
"5468","Megakaryocytes","PPARG"
"3569","Megakaryocytes","IL6"
"50615","Megakaryocytes","IL21R"
"4035","Megakaryocytes","LRP1"
"43","Megakaryocytes","ACHE"
"7422","Megakaryocytes","VEGFA"
"7040","Megakaryocytes","TGFB1"
"2815","Megakaryocytes","GP9"
"196","Melanocytes","AHR"
"4157","Melanocytes","MC1R"
"6490","Melanocytes","PMEL"
"5730","Melanocytes","PTGDS"
"51151","Melanocytes","SLC45A2"
"2315","Melanocytes","MLANA"
"4286","Melanocytes","MITF"
"7299","Melanocytes","TYR"
"7306","Melanocytes","TYRP1"
"1638","Melanocytes","DCT"
"11259","Melanocytes","FILIP1L"
"10457","Melanocytes","GPNMB"
"4017","Melanocytes","LOXL2"
"29066","Melanocytes","ZC3H7A"
"9748","Melanocytes","SLK"
NA,"Melanocytes","3"
"113146","Melanocytes","AHNAK2"
"3315","Melanocytes","HSPB1"
"5077","Melanocytes","PAX3"
"4308","Melanocytes","TRPM1"
"1497","Melanocytes","CTNS"
"5167","Melanocytes","ENPP1"
"6662","Melanocytes","SOX9"
"54796","Melanocytes","BNC2"
"4221","Melanocytes","MEN1"
"5443","Melanocytes","POMC"
"7020","Melanocytes","TFAP2A"
"23682","Melanocytes","RAB38"
"8626","Melanocytes","TP63"
"1381","Melanocytes","CRABP1"
"648","Melanocytes","BMI1"
"5764","Melanocytes","PTN"
"8839","Melanocytes","CCN5"
"5071","Melanocytes","PRKN"
"64837","Melanocytes","KLC2"
"11009","Melanocytes","IL24"
"121278","Melanocytes","TPH2"
"5465","Melanocytes","PPARA"
"5467","Melanocytes","PPARD"
"5468","Melanocytes","PPARG"
"5578","Melanocytes","PRKCA"
"2296","Meningeal cells","FOXC1"
"2303","Meningeal cells","FOXC2"
"655","Meningeal cells","BMP7"
"7545","Meningeal cells","ZIC1"
"7547","Meningeal cells","ZIC3"
"8854","Meningeal cells","ALDH1A2"
"60529","Meningeal cells","ALX4"
"3481","Meningeal cells","IGF2"
"7448","Meningeal cells","VTN"
"3485","Meningeal cells","IGFBP2"
"1634","Meningeal cells","DCN"
"4060","Meningeal cells","LUM"
"5156","Meningeal cells","PDGFRA"
"90865","Meningeal cells","IL33"
"5730","Meningeal cells","PTGDS"
"4826","Meningeal cells","NNAT"
NA,"Meningeal cells","NOV"
"55244","Meningeal cells","SLC47A1"
"1113","Merkel cells","CHGA"
"54474","Merkel cells","KRT20"
"2313","Merkel cells","FLI1"
"4267","Merkel cells","CD99"
"2770","Merkel cells","GNAI1"
"7429","Merkel cells","VIL1"
"63895","Merkel cells","PIEZO2"
"3398","Merkel cells","ID2"
"59341","Merkel cells","TRPV4"
"474","Merkel cells","ATOH1"
"6657","Merkel cells","SOX2"
"7270","Merkel cells","TTF1"
"5459","Merkel cells","POU4F3"
"2672","Merkel cells","GFI1"
"3856","Merkel cells","KRT8"
"3875","Merkel cells","KRT18"
"5155","Mesangial cells","PDGFB"
"5159","Mesangial cells","PDGFRB"
"59","Mesangial cells","ACTA2"
"7145","Mesangial cells","TNS1"
"6423","Mesangial cells","SFRP2"
"1893","Mesangial cells","ECM1"
"285","Mesangial cells","ANGPT2"
"2246","Mesangial cells","FGF1"
NA,"Mesangial cells","CTGF"
"5328","Mesangial cells","PLAU"
"2625","Mesangial cells","GATA3"
"51176","Mesangial cells","LEF1"
"4360","Mesangial cells","MRC1"
"5371","Mesangial cells","PML"
"8473","Mesangial cells","OGT"
"25819","Mesangial cells","NOCT"
"10499","Mesangial cells","NCOA2"
"8863","Mesangial cells","PER3"
"22925","Mesangial cells","PLA2R1"
"9325","Mesangial cells","TRIP4"
"51421","Mesangial cells","AMOTL2"
"26524","Mesangial cells","LATS2"
"10413","Mesangial cells","YAP1"
"4041","Mesangial cells","LRP5"
"57534","Mesangial cells","MIB1"
"115677","Mesangial cells","NOSTRIN"
"54507","Mesangial cells","ADAMTSL4"
"11117","Mesangial cells","EMILIN1"
"8516","Mesangial cells","ITGA8"
"1859","Mesangial cells","DYRK1A"
"84159","Mesangial cells","ARID5B"
"1236","Mesangial cells","CCR7"
"2335","Mesangial cells","FN1"
"5074","Mesangial cells","PAWR"
"5764","Mesangial cells","PTN"
"5270","Mesangial cells","SERPINE2"
"9096","Mesangial cells","TBX18"
"7010","Mesangial cells","TEK"
"7070","Mesangial cells","THY1"
"10398","Mesangial cells","MYL9"
"7169","Mesangial cells","TPM2"
"800","Mesangial cells","CALD1"
"84525","Mesangial cells","HOPX"
"4929","Mesangial cells","NR4A2"
"87","Mesangial cells","ACTN1"
"9590","Mesangial cells","AKAP12"
"6093","Mesangial cells","ROCK1"
"6451","Mesangial cells","SH3BGRL"
"51655","Mesangial cells","RASD1"
"6623","Mesangial cells","SNCG"
"11259","Mesangial cells","FILIP1L"
"2316","Mesangial cells","FLNA"
"4208","Mesangial cells","MEF2C"
"1476","Mesangial cells","CSTB"
"8467","Mesangial cells","SMARCA5"
"5139","Mesangial cells","PDE3A"
"51776","Mesangial cells","MAP3K20"
"794","Mesothelial cells","CALB2"
"94025","Mesothelial cells","MUC16"
"3852","Mesothelial cells","KRT5"
"3853","Mesothelial cells","KRT6A"
"1674","Mesothelial cells","DES"
"999","Mesothelial cells","CDH1"
"3037","Mesothelial cells","HAS2"
"3855","Mesothelial cells","KRT7"
"4199","Mesothelial cells","ME1"
"4200","Mesothelial cells","ME2"
"10232","Mesothelial cells","MSLN"
"7056","Mesothelial cells","THBD"
"7490","Mesothelial cells","WT1"
"164312","Mesothelial cells","LRRN4"
"132014","Mesothelial cells","IL17RE"
"4015","Mesothelial cells","LOX"
"7881","Mesothelial cells","KCNAB1"
"93035","Mesothelial cells","PKHD1L1"
"23213","Mesothelial cells","SULF1"
"1847","Mesothelial cells","DUSP5"
"84981","Mesothelial cells","MIR22HG"
"22837","Mesothelial cells","COBLL1"
"6482","Mesothelial cells","ST3GAL1"
"254170","Mesothelial cells","FBXO33"
"8321","Mesothelial cells","FZD1"
"387496","Mesothelial cells","RASL11A"
"50937","Mesothelial cells","CDON"
"602","Mesothelial cells","BCL3"
"57007","Mesothelial cells","ACKR3"
NA,"Mesothelial cells","1"
