"ENTREZID","category","gene_Symbol"
"1504","Acinar cells","CTRB1"
"3816","Acinar cells","KLK1"
"11317","Acinar cells","RBPJL"
"256297","Acinar cells","PTF1A"
"10136","Acinar cells","CELA3A"
"5644","Acinar cells","PRSS1"
"6690","Acinar cells","SPINK1"
"653808","Acinar cells","ZG16"
"1056","Acinar cells","CEL"
"63036","Acinar cells","CELA2A"
"1360","Acinar cells","CPB1"
"1990","Acinar cells","CELA1"
"6035","Acinar cells","RNASE1"
"280","Acinar cells","AMY2B"
"1358","Acinar cells","CPA2"
"1357","Acinar cells","CPA1"
"23436","Acinar cells","CELA3B"
"5406","Acinar cells","PNLIP"
"440387","Acinar cells","CTRB2"
"5319","Acinar cells","PLA2G1B"
"5645","Acinar cells","PRSS2"
"1208","Acinar cells","CLPS"
"5967","Acinar cells","REG1A"
"342898","Acinar cells","SYCN"
"5407","Acinar cells","PNLIPRP1"
"11330","Acinar cells","CTRC"
"5068","Acinar cells","REG3A"
"12","Acinar cells","SERPINA3"
"5646","Acinar cells","PRSS3"
"5968","Acinar cells","REG1B"
"629","Acinar cells","CFB"
"9518","Acinar cells","GDF15"
"4582","Acinar cells","MUC1"
NA,"Acinar cells","C15ORF48"
"405753","Acinar cells","DUOXA2"
"8644","Acinar cells","AKR1C3"
"10562","Acinar cells","OLFM4"
"2938","Acinar cells","GSTA1"
"3957","Acinar cells","LGALS2"
"10158","Acinar cells","PDZK1IP1"
"5919","Acinar cells","RARRES2"
"284340","Acinar cells","CXCL17"
"10537","Acinar cells","UBD"
"2939","Acinar cells","GSTA2"
"290","Acinar cells","ANPEP"
"4069","Acinar cells","LYZ"
"51129","Acinar cells","ANGPTL4"
"229","Acinar cells","ALDOB"
"1050","Adipocyte progenitor cells","CEBPA"
"1956","Adipocyte progenitor cells","EGFR"
"2255","Adipocyte progenitor cells","FGF10"
"145258","Adipocyte progenitor cells","GSC"
"4314","Adipocyte progenitor cells","MMP3"
"5468","Adipocyte progenitor cells","PPARG"
"117581","Adipocyte progenitor cells","TWIST2"
"2625","Adipocyte progenitor cells","GATA3"
"2735","Adipocyte progenitor cells","GLI1"
"6608","Adipocyte progenitor cells","SMO"
"23166","Adipocyte progenitor cells","STAB1"
NA,"Adipocyte progenitor cells","WISP2"
"7490","Adipocyte progenitor cells","WT1"
"286133","Adipocyte progenitor cells","SCARA5"
"3224","Adipocyte progenitor cells","HOXC8"
"83439","Adipocyte progenitor cells","TCF7L1"
"3225","Adipocyte progenitor cells","HOXC9"
"3223","Adipocyte progenitor cells","HOXC6"
"3221","Adipocyte progenitor cells","HOXC4"
"25925","Adipocyte progenitor cells","ZNF521"
"6783","Adipocyte progenitor cells","SULT1E1"
"64641","Adipocyte progenitor cells","EBF2"
"145957","Adipocyte progenitor cells","NRG4"
"153201","Adipocytes","SLC36A2"
"5026","Adipocytes","P2RX5"
"3952","Adipocytes","LEP"
"7350","Adipocytes","UCP1"
"1149","Adipocytes","CIDEA"
"63976","Adipocytes","PRDM16"
"431707","Adipocytes","LHX8"
"94240","Adipocytes","EPSTI1"
"4158","Adipocytes","MC2R"
"2867","Adipocytes","FFAR2"
"200576","Adipocytes","PIKFYVE"
"1585","Adipocytes","CYP11B2"
"7097","Adipocytes","TLR2"
"7099","Adipocytes","TLR4"
"153","Adipocytes","ADRB1"
"154","Adipocytes","ADRB2"
"155","Adipocytes","ADRB3"
"2167","Adipocytes","FABP4"
"3604","Adipocytes","TNFRSF9"
"6899","Adipocytes","TBX1"
"219623","Adipocytes","TMEM26"
"6943","Adipocytes","TCF21"
"9370","Adipocytes","ADIPOQ"
"1675","Adipocytes","CFD"
"130399","Adipocytes","ACVR1C"
"6517","Adipocytes","SLC2A4"
"23175","Adipocytes","LPIN1"
"5346","Adipocytes","PLIN1"
"5105","Adipocytes","PCK1"
"5468","Adipocytes","PPARG"
"56729","Adipocytes","RETN"
"4232","Adipocytes","MEST"
"79924","Adipocytes","ADM2"
"6778","Adipocytes","STAT6"
"7030","Adipocytes","TFE3"
"55313","Adipocytes","CPPED1"
"55198","Adipocytes","APPL2"
"80830","Adipocytes","APOL6"
"5827","Adipocytes","PXMP2"
"284119","Adipocytes","CAVIN1"
"183","Adipocytes","AGT"
"6510","Adipocytes","SLC1A5"
"2180","Adipocytes","ACSL1"
"587","Adipocytes","BCAT2"
"57104","Adipocytes","PNPLA2"
"63924","Adipocytes","CIDEC"
"1036","Adipocytes","CDO1"
"341","Adipocytes","APOC1"
"4313","Adipocytes","MMP2"
"10631","Adipocytes","POSTN"
"4015","Adipocytes","LOX"
"1292","Adipocytes","COL6A2"
"7704","Adipocytes","ZBTB16"
"51454","Adipocytes","GULP1"
"8322","Adipocytes","FZD4"
"9322","Adipocytes","TRIP10"
"2252","Adipocytes","FGF7"
"4129","Adipocytes","MAOB"
"8651","Adipocytes","SOCS1"
"405","Adipocytes","ARNT"
"6817","Adipocytes","SULT1A1"
"4837","Adipocytes","NNMT"
"8639","Adipocytes","AOC3"
"9563","Adipocytes","H6PD"
"1593","Adipocytes","CYP27A1"
"64641","Adipocytes","EBF2"
"4332","Adipocytes","MNDA"
"3290","Adipocytes","HSD11B1"
"367","Adipocytes","AR"
"2662","Adipocytes","GDF10"
"1545","Adipocytes","CYP1B1"
"50509","Adipocytes","COL5A3"
"79689","Adipocytes","STEAP4"
"6356","Adipocytes","CCL11"
"10062","Adipocytes","NR1H3"
"64798","Adipocytes","DEPTOR"
"9265","Adipocytes","CYTH3"
NA,"Adipocytes","TUSC5"
"2326","Adipocytes","FMO1"
"36","Adipocytes","ACADSB"
"7498","Adipocytes","XDH"
"84870","Adipocytes","RSPO3"
"9536","Adipocytes","PTGES"
"90993","Adipocytes","CREB3L1"
"23452","Adipocytes","ANGPTL2"
"8038","Adipocytes","ADAM12"
"3929","Adipocytes","LBP"
"4828","Adipocytes","NMB"
"5919","Adipocytes","RARRES2"
"10468","Adipocytes","FST"
"1956","Adipocytes","EGFR"
"56265","Adipocytes","CPXM1"
"718","Adipocytes","C3"
"11096","Adipocytes","ADAMTS5"
"4502","Adipocytes","MT2A"
"7076","Adipocytes","TIMP1"
"79006","Adipocytes","METRN"
"284207","Adipocytes","METRNL"
"4641","Adipocytes","MYO1C"
"1728","Adipocytes","NQO1"
"94056","Adipocytes","SYAP1"
"643911","Adipocytes","CRNDE"
"362","Adipocytes","AQP5"
"706","Adipocytes","TSPO"
"563","Adipocytes","AZGP1"
"4035","Adipocytes","LRP1"
"5140","Adipocytes","PDE3B"
"85329","Adipocytes","LGALS12"
"5176","Adipocytes","SERPINF1"
"1375","Adipocytes","CPT1B"
"83401","Adipocytes","ELOVL3"
"10891","Adipocytes","PPARGC1A"
"9019","Adipocytes","MPZL1"
"4435","Adipocytes","CITED1"
"1805","Adipocytes","DPT"
"3225","Adipocytes","HOXC9"
"23090","Adipocytes","ZNF423"
"11082","Adipocytes","ESM1"
"7054","Adrenergic neurons","TH"
"1644","Adrenergic neurons","DDC"
"1621","Adrenergic neurons","DBH"
"5409","Adrenergic neurons","PNMT"
"6571","Adrenergic neurons","SLC18A2"
"8620","Adrenergic neurons","NPFF"
"10723","Adrenergic neurons","SLC12A7"
"6857","Adrenergic neurons","SYT1"
"358","Airway epithelial cells","AQP1"
"131","Airway epithelial cells","ADH7"
"999","Airway epithelial cells","CDH1"
"266629","Airway epithelial cells","SEC14L3"
"727897","Airway goblet cells","MUC5B"
"94025","Airway goblet cells","MUC16"
"4057","Airway goblet cells","LTF"
"92304","Airway goblet cells","SCGB3A1"
"1755","Airway goblet cells","DMBT1"
"8513","Airway goblet cells","LIPF"
"10232","Airway goblet cells","MSLN"
"10551","Airway goblet cells","AGR2"
"2813","Airway goblet cells","GP2"
"5284","Airway goblet cells","PIGR"
"7032","Airway goblet cells","TFF2"
"362","Airway goblet cells","AQP5"
"5768","Airway goblet cells","QSOX1"
"5349","Airway goblet cells","FXYD3"
"10483","Airway goblet cells","SEC23B"
"634","Airway goblet cells","CEACAM1"
"64083","Airway goblet cells","GOLPH3"
"8836","Airway goblet cells","GGH"
"11227","Airway goblet cells","GALNT5"
"11226","Airway goblet cells","GALNT6"
"4586","Airway goblet cells","MUC5AC"
"4585","Airway goblet cells","MUC4"
"200958","Airway goblet cells","MUC20"
"25803","Airway goblet cells","SPDEF"
"1846","Airway goblet cells","DUSP4"
"9241","Airway smooth muscle cells","NOG"
"59","Airway smooth muscle cells","ACTA2"
"2294","Airway smooth muscle cells","FOXF1"
"140628","Airway smooth muscle cells","GATA5"
"2641","Alpha cells","GCG"
"7276","Alpha cells","TTR"
"2740","Alpha cells","GLP1R"
"170302","Alpha cells","ARX"
"5456","Alpha cells","POU3F4"
"4821","Alpha cells","NKX2-2"
"389075","Alpha cells","RESP18"
"5697","Alpha cells","PYY"
"5126","Alpha cells","PCSK2"
"92745","Alpha cells","SLC38A5"
"7104","Alpha cells","TM4SF4"
"1412","Alpha cells","CRYBA2"
"4825","Alpha cells","NKX6-1"
"83795","Alpha cells","KCNK16"
"5122","Alpha cells","PCSK1"
"5639","Alpha cells","PRRG2"
"153572","Alpha cells","IRX2"
"216","Alpha cells","ALDH1A1"
"10400","Alpha cells","PEMT"
"1113","Alpha cells","CHGA"
"11067","Alpha cells","DEPP1"
"284422","Alpha cells","SMIM24"
"2159","Alpha cells","F10"
"10590","Alpha cells","SCGN"
"169026","Alpha cells","SLC30A8"
"6456","Alpha cells","SH3GL2"
"4246","Alpha cells","SCGB2A1"
"2191","Alpha cells","FAP"
"1803","Alpha cells","DPP4"
"139760","Alpha cells","GPR119"
"9935","Alpha cells","MAFB"
"5080","Alpha cells","PAX6"
"4760","Alpha cells","NEUROD1"
"84171","Alpha cells","LOXL4"
"51196","Alpha cells","PLCE1"
"2638","Alpha cells","GC"
"10324","Alpha cells","KLHL41"
"54738","Alpha cells","FEV"
"5733","Alpha cells","PTGER3"
"222546","Alpha cells","RFX6"
"6594","Alpha cells","SMARCA1"
"5241","Alpha cells","PGR"
"9079","Alpha cells","LDB2"
"79192","Alpha cells","IRX1"
"7351","Alpha cells","UCP2"
"53827","Alpha cells","FXYD5"
"5999","Alpha cells","RGS4"
"2744","Alpha cells","GLS"
"349633","Alveolar macrophages","PLET1"
"3553","Alveolar macrophages","IL1B"
"6348","Alveolar macrophages","CCL3"
"50486","Alveolar macrophages","G0S2"
"2920","Alveolar macrophages","CXCL2"
"199675","Alveolar macrophages","MCEMP1"
"54758","Alveolar macrophages","KLHDC4"
"9615","Alveolar macrophages","GDA"
"64581","Alveolar macrophages","CLEC7A"
"3687","Alveolar macrophages","ITGAX"
"7127","Alveolar macrophages","TNFAIP2"
"948","Alveolar macrophages","CD36"
"51083","Alveolar macrophages","GAL"
"7097","Alveolar macrophages","TLR2"
"10457","Alveolar macrophages","GPNMB"
"4360","Alveolar macrophages","MRC1"
"8685","Alveolar macrophages","MARCO"
"1439","Alveolar macrophages","CSF2RB"
"4354","Alveolar macrophages","MPP1"
"7706","Alveolar macrophages","TRIM25"
"4973","Alveolar macrophages","OLR1"
"6275","Alveolar macrophages","S100A4"
"2793","Alveolar macrophages","GNGT2"
"175","Anterior pituitary gland cells","AGA"
"284","Anterior pituitary gland cells","ANGPT1"
"1113","Anterior pituitary gland cells","CHGA"
"80315","Anterior pituitary gland cells","CPEB4"
NA,"Anterior pituitary gland cells","DDX26B"
"3547","Anterior pituitary gland cells","IGSF1"
"4232","Anterior pituitary gland cells","MEST"
"4820","Anterior pituitary gland cells","NKTR"
"4925","Anterior pituitary gland cells","NUCB2"
"5308","Anterior pituitary gland cells","PITX2"
"5449","Anterior pituitary gland cells","POU1F1"
"5617","Anterior pituitary gland cells","PRL"
"5873","Anterior pituitary gland cells","RAB27A"
"57333","Anterior pituitary gland cells","RCN3"
"26470","Anterior pituitary gland cells","SEZ6L2"
"4990","Anterior pituitary gland cells","SIX6"
"84897","Anterior pituitary gland cells","TBRG1"
"222865","Anterior pituitary gland cells","TMEM130"
"5443","Anterior pituitary gland cells","POMC"
"29926","Anterior pituitary gland cells","GMPPA"
"2784","Anterior pituitary gland cells","GNB3"
"253012","Anterior pituitary gland cells","HEPACAM2"
"51666","Anterior pituitary gland cells","ASB4"
"30062","Anterior pituitary gland cells","RAX"
"7080","Anterior pituitary gland cells","NKX2-1"
"2255","Anterior pituitary gland cells","FGF10"
"2488","Anterior pituitary gland cells","FSHB"
"5122","Anterior pituitary gland cells","PCSK1"
"2798","Anterior pituitary gland cells","GNRHR"
"5307","Anterior pituitary gland cells","PITX1"
"2688","Anterior pituitary gland cells","GH1"
"7252","Anterior pituitary gland cells","TSHB"
"5081","Anterior pituitary gland cells","PAX7"
"3972","Anterior pituitary gland cells","LHB"
"6285","Astrocytes","S100B"
"6506","Astrocytes","SLC1A2"
"2670","Astrocytes","GFAP"
"705","Astrocytes","BYSL"
"10840","Astrocytes","ALDH1L1"
"958","Astrocytes","CD40"
"6507","Astrocytes","SLC1A3"
"2261","Astrocytes","FGFR3"
"10804","Astrocytes","GJB6"
"361","Astrocytes","AQP4"
"5654","Astrocytes","HTRA1"
"6279","Astrocytes","S100A8"
"9071","Astrocytes","CLDN10"
"3699","Astrocytes","ITIH3"
"128414","Astrocytes","NKAIN4"
"23305","Astrocytes","ACSL6"
"23205","Astrocytes","ACSBG1"
"9865","Astrocytes","TRIL"
"183","Astrocytes","AGT"
"9283","Astrocytes","GPR37L1"
"8671","Astrocytes","SLC4A4"
"23620","Astrocytes","NTSR2"
"6538","Astrocytes","SLC6A11"
"3306","Astrocytes","HSPA2"
"6567","Astrocytes","SLC16A2"
"23345","Astrocytes","SYNE1"
"1734","Astrocytes","DIO2"
"56301","Astrocytes","SLC7A10"
"954","Astrocytes","ENTPD2"
"126393","Astrocytes","HSPB6"
"5364","Astrocytes","PLXNB1"
"3931","Astrocytes","LCAT"
"7941","Astrocytes","PLA2G7"
"116173","Astrocytes","CMTM5"
"1901","Astrocytes","S1PR1"
"221074","Astrocytes","SLC39A12"
"338645","Astrocytes","LUZP2"
"2941","Astrocytes","GSTA4"
"81894","Astrocytes","SLC25A28"
"91137","Astrocytes","SLC25A46"
"7473","Astrocytes","WNT3"
"2535","Astrocytes","FZD2"
"7003","Astrocytes","TEAD1"
"6017","Astrocytes","RLBP1"
"230","Astrocytes","ALDOC"
"2697","Astrocytes","GJA1"
"348","Astrocytes","APOE"
"3934","Astrocytes","LCN2"
"6662","Astrocytes","SOX9"
"7431","Astrocytes","VIM"
"1236","Astrocytes","CCR7"
"15","Astrocytes","AANAT"
"2173","Astrocytes","FABP7"
"9021","Astrocytes","SOCS3"
"23336","Astrocytes","SYNM"
"10363","Astrocytes","HMG20A"
"4775","Astrocytes","NFATC3"
"63826","Astrocytes","SRR"
"6511","Astrocytes","SLC1A6"
"2113","Astrocytes","ETS1"
"6585","Astrocytes","SLIT1"
"9751","Astrocytes","SNPH"
"51561","Astrocytes","IL23A"
"914","B cells","CD2"
"921","B cells","CD5"
"931","B cells","MS4A1"
"1380","B cells","CR2"
"933","B cells","CD22"
"2208","B cells","FCER2"
"958","B cells","CD40"
"969","B cells","CD69"
"970","B cells","CD70"
"973","B cells","CD79A"
"974","B cells","CD79B"
"941","B cells","CD80"
"942","B cells","CD86"
"3604","B cells","TNFRSF9"
"6382","B cells","SDC1"
"7292","B cells","TNFSF4"
"23495","B cells","TNFRSF13B"
"115650","B cells","TNFRSF13C"
"5133","B cells","PDCD1"
"3495","B cells","IGHD"
"3507","B cells","IGHM"
"25780","B cells","RASGRP3"
"3122","B cells","HLA-DRA"
"4050","B cells","LTB"
"3117","B cells","HLA-DQA1"
"2313","B cells","FLI1"
"929","B cells","CD14"
"80031","B cells","SEMA6D"
"3903","B cells","LAIR1"
"3437","B cells","IFIT3"
"3543","B cells","IGLL1"
"1791","B cells","DNTT"
"4311","B cells","MME"
"6693","B cells","SPN"
"930","B cells","CD19"
"100133941","B cells","CD24"
"939","B cells","CD27"
"27087","B cells","B3GAT1"
"971","B cells","CD72"
NA,"B cells","MUM1"
"5079","B cells","PAX5"
"3512","B cells","JCHAIN"
"51237","B cells","MZB1"
"8581","B cells","LY6D"
"9214","B cells","FCMR"
"55024","B cells","BANK1"
"9695","B cells","EDEM1"
"29802","B cells","VPREB3"
"5450","B cells","POU2AF1"
"79174","B cells","CRELD2"
"91319","B cells","DERL3"
"55103","B cells","RALGPS2"
"9873","B cells","FCHSD2"
"57804","B cells","POLD4"
"608","B cells","TNFRSF17"
"84329","B cells","HVCN1"
"84824","B cells","FCRLA"
"55741","B cells","EDEM2"
"29760","B cells","BLNK"
"51061","B cells","TXNDC11"
"151888","B cells","BTLA"
"64744","B cells","SMAP2"
NA,"B cells","FAM46C"
"51303","B cells","FKBP11"
"29927","B cells","SEC61A1"
"60559","B cells","SPCS3"
"6689","B cells","SPIB"
"55840","B cells","EAF2"
"7852","B cells","CXCR4"
"330","B cells","BIRC3"
"3538","B cells","IGLC2"
"3539","B cells","IGLC3"
"3537","B cells","IGLC1"
"50615","B cells","IL21R"
"3514","B cells","IGKC"
"7441","B cells","VPREB1"
NA,"B cells","LRMP"
"89857","B cells","KLHL6"
"114836","B cells","SLAMF6"
NA,"B cells","FAM129C"
"683","B cells","BST1"
"4439","B cells","MSH5"
"79930","B cells","DOK3"
"60468","B cells","BACH2"
"54899","B cells","PXK"
"3500","B cells","IGHG1"
"3502","B cells","IGHG3"
"3503","B cells","IGHG4"
"952","B cells","CD38"
"5788","B cells","PTPRC"
"1879","B cells","EBF1"
"53335","B cells","BCL11A"
"1236","B cells","CCR7"
"1604","B cells","CD55"
"972","B cells","CD74"
"1043","B cells","CD52"
"54106","B cells","TLR9"
"23075","B cells","SWAP70"
"3159","B cells","HMGA1"
"952","B cells memory","CD38"
"941","B cells memory","CD80"
"8832","B cells memory","CD84"
"942","B cells memory","CD86"
"4907","B cells memory","NT5E"
"5079","B cells memory","PAX5"
"5788","B cells memory","PTPRC"
"6689","B cells memory","SPIB"
"10863","B cells memory","ADAM28"
"9447","B cells memory","AIM2"
"240","B cells memory","ALOX5"
"60468","B cells memory","BACH2"
"55024","B cells memory","BANK1"
"640","B cells memory","BLK"
"1235","B cells memory","CCR6"
"4064","B cells memory","CD180"
"930","B cells memory","CD19"
"911","B cells memory","CD1C"
"933","B cells memory","CD22"
"939","B cells memory","CD27"
"951","B cells memory","CD37"
"969","B cells memory","CD69"
"971","B cells memory","CD72"
"973","B cells memory","CD79A"
"974","B cells memory","CD79B"
"9629","B cells memory","CLCA3P"
"1380","B cells memory","CR2"
"643","B cells memory","CXCR5"
"160518","B cells memory","DENND5B"
"2213","B cells memory","FCGR2B"
"79368","B cells memory","FCRL2"
"2444","B cells memory","FRK"
"2788","B cells memory","GNG7"
"2841","B cells memory","GPR18"
"91316","B cells memory","GUSBP11"
"3087","B cells memory","HHEX"
"3112","B cells memory","HLA-DOB"
"3446","B cells memory","IFNA10"
"3495","B cells memory","IGHD"
"3507","B cells memory","IGHM"
"3514","B cells memory","IGKC"
"91353","B cells memory","IGLL3P"
"3574","B cells memory","IL7"
"3394","B cells memory","IRF8"
"4050","B cells memory","LTB"
"9450","B cells memory","LY86"
"4153","B cells memory","MBL2"
"931","B cells memory","MS4A1"
"4829","B cells memory","NMBR"
"440348","B cells memory","NPIPB15"
"5026","B cells memory","P2RX5"
"5368","B cells memory","PNOC"
"5790","B cells memory","PTPRCAP"
"55103","B cells memory","RALGPS2"
"10235","B cells memory","RASGRP2"
"150094","B cells memory","SIK1"
NA,"B cells memory","1"
"6557","B cells memory","SLC12A1"
"11262","B cells memory","SP140"
"26228","B cells memory","STAP1"
"80008","B cells memory","TMEM156"
"23495","B cells memory","TNFRSF13B"
"608","B cells memory","TNFRSF17"
"9618","B cells memory","TRAF4"
"29802","B cells memory","VPREB3"
"27033","B cells memory","ZBTB32"
"930","B cells naive","CD19"
"914","B cells naive","CD2"
"971","B cells naive","CD72"
"3559","B cells naive","IL2RA"
"4311","B cells naive","MME"
"5244","B cells naive","ABCB4"
"10863","B cells naive","ADAM28"
"60468","B cells naive","BACH2"
"55024","B cells naive","BANK1"
"605","B cells naive","BCL7A"
"79656","B cells naive","BEND5"
"640","B cells naive","BLK"
"673","B cells naive","BRAF"
"4064","B cells naive","CD180"
"911","B cells naive","CD1C"
"933","B cells naive","CD22"
"951","B cells naive","CD37"
"969","B cells naive","CD69"
"973","B cells naive","CD79A"
"974","B cells naive","CD79B"
"1380","B cells naive","CR2"
"643","B cells naive","CXCR5"
"55840","B cells naive","EAF2"
"2208","B cells naive","FCER2"
"2213","B cells naive","FCGR2B"
"79368","B cells naive","FCRL2"
"2444","B cells naive","FRK"
"2841","B cells naive","GPR18"
"91316","B cells naive","GUSBP11"
"3087","B cells naive","HHEX"
"3112","B cells naive","HLA-DOB"
"3495","B cells naive","IGHD"
"3507","B cells naive","IGHM"
"3514","B cells naive","IGKC"
"91353","B cells naive","IGLL3P"
"3566","B cells naive","IL4R"
"3394","B cells naive","IRF8"
"4050","B cells naive","LTB"
"9450","B cells naive","LY86"
"4224","B cells naive","MEP1A"
"57553","B cells naive","MICAL3"
"931","B cells naive","MS4A1"
"4829","B cells naive","NMBR"
"5026","B cells naive","P2RX5"
"9934","B cells naive","P2RY14"
"5368","B cells naive","PNOC"
"5670","B cells naive","PSG2"
"5790","B cells naive","PTPRCAP"
"55103","B cells naive","RALGPS2"
"10235","B cells naive","RASGRP2"
"6402","B cells naive","SELL"
"150094","B cells naive","SIK1"
"6557","B cells naive","SLC12A1"
"6689","B cells naive","SPIB"
"26228","B cells naive","STAP1"
"8115","B cells naive","TCL1A"
"54576","B cells naive","UGT1A8"
"29802","B cells naive","VPREB3"
"57335","B cells naive","ZNF286A"
"944","B cells naive","TNFSF8"
"27086","B cells naive","FOXP1"
"4286","B cells naive","MITF"
"1043","B cells naive","CD52"
"3119","B cells naive","HLA-DQB1"
"115650","B cells naive","TNFRSF13C"
"283663","B cells naive","LINC00926"
"10734","B cells naive","STAG3"
"330","B cells naive","BIRC3"
"972","B cells naive","CD74"
"3852","Basal cells","KRT5"
"3872","Basal cells","KRT17"
"596","Basal cells","BCL2"
"3861","Basal cells","KRT14"
"8626","Basal cells","TP63"
"1001","Basal cells","CDH3"
"3854","Basal cells","KRT6B"
"29081","Basal cells","METTL5"
"311","Basal cells","ANXA11"
"28978","Basal cells","TMEM14A"
"664","Basal cells","BNIP3"
"1890","Basal cells","TYMP"
"29952","Basal cells","DPP7"
"10133","Basal cells","OPTN"
"5328","Basal cells","PLAU"
"823","Basal cells","CAPN1"
"25825","Basal cells","BACE2"
"1499","Basal cells","CTNNB1"
"3611","Basal cells","ILK"
"11187","Basal cells","PKP3"
"3675","Basal cells","ITGA3"
"4500","Basal cells","MT1L"
"6429","Basal cells","SRSF4"
"23682","Basal cells","RAB38"
"84266","Basal cells","ALKBH7"
"10591","Basal cells","DNPH1"
"25984","Basal cells","KRT23"
"9123","Basal cells","SLC16A3"
"2995","Basal cells","GYPC"
"54935","Basal cells","DUSP23"
"5918","Basal cells","RARRES1"
"3673","Basal cells","ITGA2"
"51312","Basal cells","SLC25A37"
"2616","Basal cells","GAPDHP1"
"3694","Basal cells","ITGB6"
"3691","Basal cells","ITGB4"
"8877","Basal cells","SPHK1"
"72","Basal cells","ACTG2"
"3664","Basal cells","IRF6"
"5872","Basal cells","RAB13"
"3914","Basal cells","LAMB3"
