"","iso_ref","gene_ref","isoform_id","condition_1","condition_2","dIF","pvalue","padj","IF1","IF2"
"16325","isoComp_00123178","geneComp_00032386","ENST00000612509.4","UU","UT",-0.122,7.06142108196077e-05,0.0102379160921686,0.135333333333333,0.0133333333333333
"22952","isoComp_00137778","geneComp_00034860","ENST00000511052.1","UU","UT",0.122,3.79840744454753e-05,0.00615555322376811,0.0283333333333333,0.150333333333333
"22322","isoComp_00000743","geneComp_00000112","ENST00000645843.1","UU","UT",0.122,0.000367590286431336,0.0367816432580706,0.117,0.239
"41631","isoComp_00106461","geneComp_00028416","ENST00000371717.8","UU","UT",-0.118,7.95780470713119e-07,0.000285889726938321,0.760666666666667,0.642666666666667
"13927","isoComp_00110749","geneComp_00029131","ENST00000619128.4","UU","UT",-0.116333333333333,1.08653539837528e-15,4.04983433590254e-12,0.141666666666667,0.0253333333333333
"53854","isoComp_00030226","geneComp_00013879","ENST00000443585.6","UU","UT",0.115666666666667,2.06399510272579e-06,0.000633432213278209,0.297,0.412666666666667
"24739","isoComp_00085708","geneComp_00024284","ENST00000637506.1","UU","UT",0.115333333333333,5.28829733024907e-21,3.37903312626736e-17,0.008,0.123333333333333
"65886","isoComp_00079582","geneComp_00022993","ENST00000657877.1","UU","UT",0.115,6.42191625907372e-05,0.00946412716565798,0.885,1
"13926","isoComp_00110738","geneComp_00029131","ENST00000308696.11","UU","UT",0.114666666666667,0.000154029138349026,0.0189139080485002,0.624,0.738666666666667
"34920","isoComp_00073314","geneComp_00021361","ENST00000440172.5","UU","UT",-0.114333333333333,0.000141046283249918,0.0176960662947005,0.307,0.192666666666667
"34921","isoComp_00073313","geneComp_00021361","ENST00000422774.2","UU","UT",0.114,1.90126054349069e-05,0.0036109822063261,0.693333333333333,0.807333333333333
"46022","isoComp_00082499","geneComp_00023815","ENST00000405855.6","UU","UT",0.113666666666667,2.48010161656147e-05,0.00447610380407362,0,0.113666666666667
"62880","isoComp_00078749","geneComp_00022628","ENST00000660022.1","UU","UT",0.113333333333333,3.39446910082738e-07,0.000143911011096926,0.009,0.122333333333333
"18143","isoComp_00104773","geneComp_00028151","ENST00000507330.5","UU","UT",-0.113333333333333,1.55787432761953e-08,1.08874724982192e-05,0.131666666666667,0.0183333333333333
"53974","isoComp_00020048","geneComp_00011752","ENST00000343075.7","UU","UT",0.113,0.000245969293850201,0.0269646852712864,0.11,0.223
"37594","isoComp_00142145","geneComp_00035630","ENST00000448464.6","UU","UT",-0.113,0.000229027968380764,0.0257587920004101,0.76,0.647
"28669","isoComp_00132442","geneComp_00034079","ENST00000373825.7","UU","UT",-0.111666666666667,2.15786808333547e-06,0.000652135437144509,0.315,0.203333333333333
"450","isoComp_00037002","geneComp_00015052","ENST00000494951.1","UU","UT",0.11,4.64151664545962e-12,9.02623633738239e-09,0.034,0.144
"28620","isoComp_00100314","geneComp_00027467","ENST00000493633.5","UU","UT",-0.109333333333333,0.00043035901818553,0.0415742613086248,0.109333333333333,0
"57693","isoComp_00141814","geneComp_00035580","ENST00000557423.5","UU","UT",-0.108333333333333,0.00027167338738728,0.0291397396507543,0.189666666666667,0.0813333333333333
"40715","isoComp_00103836","geneComp_00028035","ENST00000467266.1","UU","UT",-0.108333333333333,0.000309690644635715,0.0323720356442473,0.114333333333333,0.006
"14975","isoComp_00064989","geneComp_00019854","ENST00000422591.5","UU","UT",0.105,6.13409438603315e-05,0.00911504008808299,0.088,0.193
"70711","isoComp_00012490","geneComp_00008067","ENST00000352035.7","UU","UT",-0.104333333333333,5.8376796771175e-06,0.00140757314155403,0.219,0.114666666666667
"82345","isoComp_00094272","geneComp_00026251","ENST00000606525.5","UU","UT",-0.102666666666667,0.000141732584139087,0.0177324312086183,0.167666666666667,0.065
"89408","isoComp_00145134","geneComp_00036094","ENST00000669716.1","UU","UT",0.100333333333333,4.10815889313794e-05,0.00650434254487883,0.009,0.109333333333333
"47871","isoComp_00106914","geneComp_00028490","ENST00000529000.1","UU","UT",0.0983333333333333,0.000389478333623626,0.03828657619154,0,0.0983333333333333
"89407","isoComp_00145129","geneComp_00036094","ENST00000663061.1","UU","UT",-0.086,3.35431664959998e-05,0.0056402330054505,0.086,0
"89118","isoComp_00023863","geneComp_00012818","ENST00000494813.5","UU","UT",-0.0766666666666667,6.46635036271471e-05,0.00951393703448428,0.0823333333333333,0.00566666666666667
"89416","isoComp_00145138","geneComp_00036094","ENST00000671335.1","UU","UT",0.069,0.000514773124289858,0.0473733989648394,0.01,0.079
"43593","isoComp_00028897","geneComp_00013561","ENST00000480152.2","UU","UT",-0.062,7.19737507800986e-08,4.18078693248943e-05,0.062,0
"82350","isoComp_00094262","geneComp_00026251","ENST00000439478.5","UU","UT",-0.053,3.89155235791626e-05,0.0062828881698971,0.057,0.004
"14870","isoComp_00065458","geneComp_00019938","ENST00000487585.5","UU","UT",0.0383333333333333,0.00038486938032781,0.0380425308477616,0,0.0383333333333333
"41633","isoComp_00106470","geneComp_00028416","ENST00000620895.1","UU","UT",0.019,1.20213381787016e-06,0.000399765355678719,0.00133333333333333,0.0203333333333333
